date,price,crypto_id,currency
2024-08-09 00:00:00,61859.03159904161,bitcoin,usd
2024-08-10 00:00:00,60912.588533350805,bitcoin,usd
2024-08-11 00:00:00,60887.70861641504,bitcoin,usd
2024-08-12 00:00:00,58804.23449992608,bitcoin,usd
2024-08-13 00:00:00,59350.07433270696,bitcoin,usd
2024-08-14 00:00:00,60601.22317789727,bitcoin,usd
2024-08-15 00:00:00,58739.19382231015,bitcoin,usd
2024-08-16 00:00:00,57624.11692852191,bitcoin,usd
2024-08-17 00:00:00,58881.92579151217,bitcoin,usd
2024-08-18 00:00:00,59430.79163445865,bitcoin,usd
2024-08-19 00:00:00,58438.293742685404,bitcoin,usd
2024-08-20 00:00:00,59574.945812940874,bitcoin,usd
2024-08-21 00:00:00,59060.12610074137,bitcoin,usd
2024-08-22 00:00:00,61144.68762866613,bitcoin,usd
2024-08-23 00:00:00,60387.54062321362,bitcoin,usd
2024-08-24 00:00:00,64049.68561555576,bitcoin,usd
2024-08-25 00:00:00,64157.1606134782,bitcoin,usd
2024-08-26 00:00:00,64265.81631272862,bitcoin,usd
2024-08-27 00:00:00,62922.58634676265,bitcoin,usd
2024-08-28 00:00:00,59526.560879590994,bitcoin,usd
2024-08-29 00:00:00,59015.29633887944,bitcoin,usd
2024-08-30 00:00:00,59351.5794909728,bitcoin,usd
2024-08-31 00:00:00,59156.246036463555,bitcoin,usd
2024-09-01 00:00:00,58960.23658664587,bitcoin,usd
2024-09-02 00:00:00,57357.71617282246,bitcoin,usd
2024-09-03 00:00:00,59108.73235863689,bitcoin,usd
2024-09-04 00:00:00,57504.538586220435,bitcoin,usd
2024-09-05 00:00:00,57987.84601410068,bitcoin,usd
2024-09-06 00:00:00,56132.404732088595,bitcoin,usd
2024-09-07 00:00:00,53923.35611071905,bitcoin,usd
2024-09-08 00:00:00,54150.9383589072,bitcoin,usd
2024-09-09 00:00:00,54792.40755768575,bitcoin,usd
2024-09-10 00:00:00,57049.118751143265,bitcoin,usd
2024-09-11 00:00:00,57624.16178336144,bitcoin,usd
2024-09-12 00:00:00,57381.764445000474,bitcoin,usd
2024-09-13 00:00:00,58106.951229815284,bitcoin,usd
2024-09-14 00:00:00,60620.62747295754,bitcoin,usd
2024-09-15 00:00:00,60003.29940083042,bitcoin,usd
2024-09-16 00:00:00,59214.80226801806,bitcoin,usd
2024-09-17 00:00:00,58211.123231286256,bitcoin,usd
2024-09-18 00:00:00,60317.0319794625,bitcoin,usd
2024-09-19 00:00:00,61440.41208494509,bitcoin,usd
2024-09-20 00:00:00,62966.52931910512,bitcoin,usd
2024-09-21 00:00:00,63128.224540748255,bitcoin,usd
2024-09-22 00:00:00,63403.402349259355,bitcoin,usd
2024-09-23 00:00:00,63582.59956924825,bitcoin,usd
2024-09-24 00:00:00,63327.02654450202,bitcoin,usd
2024-09-25 00:00:00,64334.14274876097,bitcoin,usd
2024-09-26 00:00:00,63151.89959401337,bitcoin,usd
2024-09-27 00:00:00,65130.76884023231,bitcoin,usd
2024-09-28 00:00:00,65791.00212541742,bitcoin,usd
2024-09-29 00:00:00,65934.10709441357,bitcoin,usd
2024-09-30 00:00:00,65663.68986662335,bitcoin,usd
2024-10-01 00:00:00,63243.27532464382,bitcoin,usd
2024-10-02 00:00:00,60872.668543725544,bitcoin,usd
2024-10-03 00:00:00,60655.55979196848,bitcoin,usd
2024-10-04 00:00:00,60727.86395169296,bitcoin,usd
2024-10-05 00:00:00,62103.01047283253,bitcoin,usd
2024-10-06 00:00:00,62091.932585194016,bitcoin,usd
2024-10-07 00:00:00,62811.79972811266,bitcoin,usd
2024-10-08 00:00:00,62287.39010510681,bitcoin,usd
2024-10-09 00:00:00,62185.230423727575,bitcoin,usd
2024-10-10 00:00:00,60597.15045618275,bitcoin,usd
2024-10-11 00:00:00,60195.18073772453,bitcoin,usd
2024-10-12 00:00:00,62392.34048293159,bitcoin,usd
2024-10-13 00:00:00,63207.77062127557,bitcoin,usd
2024-10-14 00:00:00,62829.533686088886,bitcoin,usd
2024-10-15 00:00:00,66049.99492708022,bitcoin,usd
2024-10-16 00:00:00,66962.21994496793,bitcoin,usd
2024-10-17 00:00:00,67647.54414766871,bitcoin,usd
2024-10-18 00:00:00,67328.10527002988,bitcoin,usd
2024-10-19 00:00:00,68465.61920668735,bitcoin,usd
2024-10-20 00:00:00,68388.87128965274,bitcoin,usd
2024-10-21 00:00:00,68962.82918045693,bitcoin,usd
2024-10-22 00:00:00,67394.85775735618,bitcoin,usd
2024-10-23 00:00:00,67351.04793512498,bitcoin,usd
2024-10-24 00:00:00,66683.96806542306,bitcoin,usd
2024-10-25 00:00:00,68214.05205157402,bitcoin,usd
2024-10-26 00:00:00,66585.66535501445,bitcoin,usd
2024-10-27 00:00:00,67018.1650170265,bitcoin,usd
2024-10-28 00:00:00,67938.55412885673,bitcoin,usd
2024-10-29 00:00:00,69845.304531169,bitcoin,usd
2024-10-30 00:00:00,72781.11308158132,bitcoin,usd
2024-10-31 00:00:00,72342.62171127986,bitcoin,usd
2024-11-01 00:00:00,70264.99735573279,bitcoin,usd
2024-11-02 00:00:00,69507.92256395647,bitcoin,usd
2024-11-03 00:00:00,69299.16036699413,bitcoin,usd
2024-11-04 00:00:00,68803.50626277467,bitcoin,usd
2024-11-05 00:00:00,67793.29782704762,bitcoin,usd
2024-11-06 00:00:00,69335.42553133758,bitcoin,usd
2024-11-07 00:00:00,75620.88606963192,bitcoin,usd
2024-11-08 00:00:00,75987.24178320667,bitcoin,usd
2024-11-09 00:00:00,76550.0213845611,bitcoin,usd
2024-11-10 00:00:00,76630.22631415377,bitcoin,usd
2024-11-11 00:00:00,80466.71654833542,bitcoin,usd
2024-11-12 00:00:00,88637.42000322911,bitcoin,usd
2024-11-13 00:00:00,88264.59974582895,bitcoin,usd
2024-11-14 00:00:00,90488.10007497849,bitcoin,usd
2024-11-15 00:00:00,87407.51273710128,bitcoin,usd
2024-11-16 00:00:00,90947.97509443703,bitcoin,usd
2024-11-17 00:00:00,90606.45489380708,bitcoin,usd
2024-11-18 00:00:00,89841.47194135105,bitcoin,usd
2024-11-19 00:00:00,90534.62459650292,bitcoin,usd
2024-11-20 00:00:00,92251.65240738312,bitcoin,usd
2024-11-21 00:00:00,94217.02229634205,bitcoin,usd
2024-11-22 00:00:00,98509.11859102432,bitcoin,usd
2024-11-23 00:00:00,98927.49494553401,bitcoin,usd
2024-11-24 00:00:00,97679.46381643033,bitcoin,usd
2024-11-25 00:00:00,98015.9355289458,bitcoin,usd
2024-11-26 00:00:00,93004.70093103287,bitcoin,usd
2024-11-27 00:00:00,91931.83077291827,bitcoin,usd
2024-11-28 00:00:00,95981.18057210564,bitcoin,usd
2024-11-29 00:00:00,95661.59595817851,bitcoin,usd
2024-11-30 00:00:00,97453.2473451042,bitcoin,usd
2024-12-01 00:00:00,96513.14234698225,bitcoin,usd
2024-12-02 00:00:00,97311.70719084324,bitcoin,usd
2024-12-03 00:00:00,95833.1362300365,bitcoin,usd
2024-12-04 00:00:00,96031.63097759831,bitcoin,usd
2024-12-05 00:00:00,98881.4694561823,bitcoin,usd
2024-12-06 00:00:00,97201.50036407741,bitcoin,usd
2024-12-07 00:00:00,99973.85150659826,bitcoin,usd
2024-12-08 00:00:00,99781.82999198174,bitcoin,usd
2024-12-09 00:00:00,101235.3717025316,bitcoin,usd
2024-12-10 00:00:00,97353.94700820887,bitcoin,usd
2024-12-11 00:00:00,96649.71446771531,bitcoin,usd
2024-12-12 00:00:00,101123.61811033697,bitcoin,usd
2024-12-13 00:00:00,100000.80836535197,bitcoin,usd
2024-12-14 00:00:00,101352.22971292294,bitcoin,usd
2024-12-15 00:00:00,101367.01064553364,bitcoin,usd
2024-12-16 00:00:00,104721.50151808978,bitcoin,usd
2024-12-17 00:00:00,106074.10723541168,bitcoin,usd
2024-12-18 00:00:00,106034.913402645,bitcoin,usd
2024-12-19 00:00:00,100355.5761481501,bitcoin,usd
2024-12-20 00:00:00,97851.35377075805,bitcoin,usd
2024-12-21 00:00:00,97691.43431692653,bitcoin,usd
2024-12-22 00:00:00,97202.82496847633,bitcoin,usd
2024-12-23 00:00:00,95094.27394862173,bitcoin,usd
2024-12-24 00:00:00,94644.91085464321,bitcoin,usd
2024-12-25 00:00:00,98695.71400782601,bitcoin,usd
2024-12-26 00:00:00,99344.95417367229,bitcoin,usd
2024-12-27 00:00:00,95678.31244565405,bitcoin,usd
2024-12-28 00:00:00,94331.94727053077,bitcoin,usd
2024-12-29 00:00:00,95184.61945288602,bitcoin,usd
2024-12-30 00:00:00,93663.44751964067,bitcoin,usd
2024-12-31 00:00:00,92627.28213113277,bitcoin,usd
2025-01-01 00:00:00,93507.85874741491,bitcoin,usd
2025-01-02 00:00:00,94384.1761153871,bitcoin,usd
2025-01-03 00:00:00,96852.14681235075,bitcoin,usd
2025-01-04 00:00:00,98084.34279280754,bitcoin,usd
2025-01-05 00:00:00,98256.73876849933,bitcoin,usd
2025-01-06 00:00:00,98364.58946599838,bitcoin,usd
2025-01-07 00:00:00,102229.39453189743,bitcoin,usd
2025-01-08 00:00:00,96952.09886774956,bitcoin,usd
2025-01-09 00:00:00,95016.71440989176,bitcoin,usd
2025-01-10 00:00:00,92376.27578346101,bitcoin,usd
2025-01-11 00:00:00,94736.6267420969,bitcoin,usd
2025-01-12 00:00:00,94559.55167224213,bitcoin,usd
2025-01-13 00:00:00,94454.77089638807,bitcoin,usd
2025-01-14 00:00:00,94456.3493746993,bitcoin,usd
2025-01-15 00:00:00,96574.07768799194,bitcoin,usd
2025-01-16 00:00:00,100313.15239828422,bitcoin,usd
2025-01-17 00:00:00,100044.57926776377,bitcoin,usd
2025-01-18 00:00:00,104160.69358484233,bitcoin,usd
2025-01-19 00:00:00,104334.61575724394,bitcoin,usd
2025-01-20 00:00:00,101275.33714814208,bitcoin,usd
2025-01-21 00:00:00,101764.90860170545,bitcoin,usd
2025-01-22 00:00:00,106182.2368201815,bitcoin,usd
2025-01-23 00:00:00,103673.53509537787,bitcoin,usd
2025-01-24 00:00:00,104067.60991206947,bitcoin,usd
2025-01-25 00:00:00,104835.19253555956,bitcoin,usd
2025-01-26 00:00:00,104796.04077738234,bitcoin,usd
2025-01-27 00:00:00,102552.24874280207,bitcoin,usd
2025-01-28 00:00:00,101958.46953745594,bitcoin,usd
2025-01-29 00:00:00,101313.11264498268,bitcoin,usd
2025-01-30 00:00:00,103718.97939813645,bitcoin,usd
2025-01-31 00:00:00,104781.5135100103,bitcoin,usd
2025-02-01 00:00:00,102382.39409722165,bitcoin,usd
2025-02-02 00:00:00,100674.78762544956,bitcoin,usd
2025-02-03 00:00:00,97568.31653024875,bitcoin,usd
2025-02-04 00:00:00,101466.8606657039,bitcoin,usd
2025-02-05 00:00:00,98118.43921664466,bitcoin,usd
2025-02-06 00:00:00,96582.88682919052,bitcoin,usd
2025-02-07 00:00:00,96635.41875332211,bitcoin,usd
2025-02-08 00:00:00,96558.4563096667,bitcoin,usd
2025-02-09 00:00:00,96558.23762501091,bitcoin,usd
2025-02-10 00:00:00,96548.57865379585,bitcoin,usd
2025-02-11 00:00:00,97399.98161383197,bitcoin,usd
2025-02-12 00:00:00,95739.97737079239,bitcoin,usd
2025-02-13 00:00:00,97836.18856127483,bitcoin,usd
2025-02-14 00:00:00,96561.6639990985,bitcoin,usd
2025-02-15 00:00:00,97488.48148536457,bitcoin,usd
2025-02-16 00:00:00,97569.95169430465,bitcoin,usd
2025-02-17 00:00:00,96149.3484548204,bitcoin,usd
2025-02-18 00:00:00,95776.15723852723,bitcoin,usd
2025-02-19 00:00:00,95495.89153299287,bitcoin,usd
2025-02-20 00:00:00,96554.87156259285,bitcoin,usd
2025-02-21 00:00:00,98384.31738240314,bitcoin,usd
2025-02-22 00:00:00,96135.15541305285,bitcoin,usd
2025-02-23 00:00:00,96564.15414290235,bitcoin,usd
2025-02-24 00:00:00,96327.46309127835,bitcoin,usd
2025-02-25 00:00:00,91396.76686930266,bitcoin,usd
2025-02-26 00:00:00,88755.7693356979,bitcoin,usd
2025-02-27 00:00:00,83900.11496524839,bitcoin,usd
2025-02-28 00:00:00,84709.14477847965,bitcoin,usd
2025-03-01 00:00:00,84441.9012237131,bitcoin,usd
2025-03-02 00:00:00,86005.25629681018,bitcoin,usd
2025-03-03 00:00:00,94261.53286538439,bitcoin,usd
2025-03-04 00:00:00,86124.71418722175,bitcoin,usd
2025-03-05 00:00:00,87310.80531078295,bitcoin,usd
2025-03-06 00:00:00,90604.08098523637,bitcoin,usd
2025-03-07 00:00:00,90001.40087607042,bitcoin,usd
2025-03-08 00:00:00,86773.33597555371,bitcoin,usd
2025-03-09 00:00:00,86142.9833586432,bitcoin,usd
2025-03-10 00:00:00,80751.13893300897,bitcoin,usd
2025-03-11 00:00:00,78783.94057934263,bitcoin,usd
2025-03-12 00:00:00,82799.1080292053,bitcoin,usd
2025-03-13 00:00:00,83884.24578828987,bitcoin,usd
2025-03-14 00:00:00,81098.90052436228,bitcoin,usd
2025-03-15 00:00:00,83971.70916064628,bitcoin,usd
2025-03-16 00:00:00,84391.69087647168,bitcoin,usd
2025-03-17 00:00:00,82610.61750343916,bitcoin,usd
2025-03-18 00:00:00,84075.36559694471,bitcoin,usd
2025-03-19 00:00:00,82780.03048688271,bitcoin,usd
2025-03-20 00:00:00,86815.44109470697,bitcoin,usd
2025-03-21 00:00:00,84270.84358966233,bitcoin,usd
2025-03-22 00:00:00,84009.532917822,bitcoin,usd
2025-03-23 00:00:00,83793.30854192551,bitcoin,usd
2025-03-24 00:00:00,85787.70914901773,bitcoin,usd
2025-03-25 00:00:00,87327.72969669085,bitcoin,usd
2025-03-26 00:00:00,87520.58391530563,bitcoin,usd
2025-03-27 00:00:00,86960.8555491039,bitcoin,usd
2025-03-28 00:00:00,87227.27158032371,bitcoin,usd
2025-03-29 00:00:00,84359.46915506005,bitcoin,usd
2025-03-30 00:00:00,82679.17255385047,bitcoin,usd
2025-03-31 00:00:00,82356.38111183756,bitcoin,usd
2025-04-01 00:00:00,82514.09365397849,bitcoin,usd
2025-04-02 00:00:00,85237.5876052852,bitcoin,usd
2025-04-03 00:00:00,82526.4221526433,bitcoin,usd
2025-04-04 00:00:00,83163.98757387721,bitcoin,usd
2025-04-05 00:00:00,83852.00765399594,bitcoin,usd
2025-04-06 00:00:00,83595.88550177493,bitcoin,usd
2025-04-07 00:00:00,78211.48358199988,bitcoin,usd
2025-04-08 00:00:00,79179.29226757778,bitcoin,usd
2025-04-09 00:00:00,76329.090356324,bitcoin,usd
2025-04-10 00:00:00,82622.17029546302,bitcoin,usd
2025-04-11 00:00:00,79596.35732250768,bitcoin,usd
2025-04-12 00:00:00,83439.28818043756,bitcoin,usd
2025-04-13 00:00:00,85305.09728392666,bitcoin,usd
2025-04-14 00:00:00,83600.82010054543,bitcoin,usd
2025-04-15 00:00:00,84523.4524914945,bitcoin,usd
2025-04-16 00:00:00,83656.49248858042,bitcoin,usd
2025-04-17 00:00:00,84105.77942167096,bitcoin,usd
2025-04-18 00:00:00,84930.90857600998,bitcoin,usd
2025-04-19 00:00:00,84433.75017215389,bitcoin,usd
2025-04-20 00:00:00,85126.66244301842,bitcoin,usd
2025-04-21 00:00:00,85073.16544858096,bitcoin,usd
2025-04-22 00:00:00,87452.04699068287,bitcoin,usd
2025-04-23 00:00:00,93576.16588573981,bitcoin,usd
2025-04-24 00:00:00,93605.45230873208,bitcoin,usd
2025-04-25 00:00:00,93872.81422867288,bitcoin,usd
2025-04-26 00:00:00,94773.11200643536,bitcoin,usd
2025-04-27 00:00:00,94644.06637120107,bitcoin,usd
2025-04-28 00:00:00,93809.33781968223,bitcoin,usd
2025-04-29 00:00:00,95030.60645474444,bitcoin,usd
2025-04-30 00:00:00,94256.35946318062,bitcoin,usd
2025-05-01 00:00:00,94235.75331048167,bitcoin,usd
2025-05-02 00:00:00,96426.94522273027,bitcoin,usd
2025-05-03 00:00:00,96855.5681343944,bitcoin,usd
2025-05-04 00:00:00,95922.86842404422,bitcoin,usd
2025-05-05 00:00:00,94326.62048529249,bitcoin,usd
2025-05-06 00:00:00,94758.8237105546,bitcoin,usd
2025-05-07 00:00:00,96854.53198815876,bitcoin,usd
2025-05-08 00:00:00,97026.49376966801,bitcoin,usd
2025-05-09 00:00:00,103076.27555512934,bitcoin,usd
2025-05-10 00:00:00,102962.54045692299,bitcoin,usd
2025-05-11 00:00:00,104630.8792994166,bitcoin,usd
2025-05-12 00:00:00,103994.061616746,bitcoin,usd
2025-05-13 00:00:00,102876.8304286011,bitcoin,usd
2025-05-14 00:00:00,104184.49039270742,bitcoin,usd
2025-05-15 00:00:00,103594.42575090709,bitcoin,usd
2025-05-16 00:00:00,103708.85136423641,bitcoin,usd
2025-05-17 00:00:00,103556.03493982446,bitcoin,usd
2025-05-18 00:00:00,103212.36483885496,bitcoin,usd
2025-05-19 00:00:00,106030.6376831359,bitcoin,usd
2025-05-20 00:00:00,105629.41580436694,bitcoin,usd
2025-05-21 00:00:00,106786.71995834043,bitcoin,usd
2025-05-22 00:00:00,109665.86371625263,bitcoin,usd
2025-05-23 00:00:00,111560.356938144,bitcoin,usd
2025-05-24 00:00:00,107216.66856870624,bitcoin,usd
2025-05-25 00:00:00,107831.36374380375,bitcoin,usd
2025-05-26 00:00:00,108861.81037744327,bitcoin,usd
2025-05-27 00:00:00,109377.71513263129,bitcoin,usd
2025-05-28 00:00:00,109068.45694901445,bitcoin,usd
2025-05-29 00:00:00,107838.18431100152,bitcoin,usd
2025-05-30 00:00:00,105745.41660358038,bitcoin,usd
2025-05-31 00:00:00,104010.91956242644,bitcoin,usd
2025-06-01 00:00:00,104687.50742934884,bitcoin,usd
2025-06-02 00:00:00,105710.00593822816,bitcoin,usd
2025-06-03 00:00:00,105884.74263221149,bitcoin,usd
2025-06-04 00:00:00,105434.47745144971,bitcoin,usd
2025-06-05 00:00:00,104812.9182188067,bitcoin,usd
2025-06-06 00:00:00,101650.7387545425,bitcoin,usd
2025-06-07 00:00:00,104409.74967959142,bitcoin,usd
2025-06-08 00:00:00,105681.4546141758,bitcoin,usd
2025-06-09 00:00:00,105692.24740699006,bitcoin,usd
2025-06-10 00:00:00,110261.57485948496,bitcoin,usd
2025-06-11 00:00:00,110212.73252109604,bitcoin,usd
2025-06-12 00:00:00,108679.9760916168,bitcoin,usd
2025-06-13 00:00:00,105979.22902375912,bitcoin,usd
2025-06-14 00:00:00,106045.56440819203,bitcoin,usd
2025-06-15 00:00:00,105482.90611628917,bitcoin,usd
2025-06-16 00:00:00,105554.49383061715,bitcoin,usd
2025-06-17 00:00:00,106951.2720181497,bitcoin,usd
2025-06-18 00:00:00,104683.42479835715,bitcoin,usd
2025-06-19 00:00:00,104722.695052907,bitcoin,usd
2025-06-20 00:00:00,104690.65002458123,bitcoin,usd
2025-06-21 00:00:00,103290.105144757,bitcoin,usd
2025-06-22 00:00:00,101532.5683847329,bitcoin,usd
2025-06-23 00:00:00,100852.58264648831,bitcoin,usd
2025-06-24 00:00:00,105511.62437933135,bitcoin,usd
2025-06-25 00:00:00,105976.06929808448,bitcoin,usd
2025-06-26 00:00:00,107238.53045016268,bitcoin,usd
2025-06-27 00:00:00,106984.01253775663,bitcoin,usd
2025-06-28 00:00:00,107078.91560644074,bitcoin,usd
2025-06-29 00:00:00,107331.58548463577,bitcoin,usd
2025-06-30 00:00:00,108396.61631317894,bitcoin,usd
2025-07-01 00:00:00,107132.79910701896,bitcoin,usd
2025-07-01 20:25:35,105571.43390678248,bitcoin,usd
